Brand,Model,Type,Vas [L],Qes,Nominal diameter [mm],Nominal diameter [″],URL,Path_TS,Path_FRD,Fs_Hz,Qms,Qts,Re_ohm,Z_ohm,Le_mH,Le_10k_mH,Sd_cm2,Mms_g,Cms_uN,Vas_L,Rms,SPL_dB,Power_W,Pmax_W,Diameter_inch,Diameter_mm,VC_d_mm,Xmax_mm,n0_percent,SPL_1W1m_dB,SPL_2V83_dB,P_nom_W,P_max_W,EBP_Hz,Bl_Tm
-,W3-1231SN,Woofer,1.48,0.44,64.0,2.5196850393700787,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W3-1231SN.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/TB W3-1231SN/W3-1231SN - 0ų R.txt,98.0,1.45,0.34,5.62,,0.22,0.13,32.153600000000004,2.6000000000000005,1010.0,1.48,1.1,86.9,15.0,30.0,2.5196850393700787,64.0,25.4,1.25,0.302,86.9,88.5,15.0,30.0,222.72727272727272,4.59
-,W3-1878,Woofer,0.98,0.61,60.0,2.3622047244094486,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W3-1878.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/WOOFER_files/CIARE HW320/HW320 - 0ų.txt,106.8,2.69,0.5,6.65,,0.24000000000000002,0.079,28.260000000000005,2.55,870.0,0.98,0.6,84.8,12.0,25.0,2.3622047244094486,60.0,20.4,4.2,0.187,84.8,85.6,12.0,25.0,175.08196721311475,4.32
-,W3-2141,Woofer,1.34,0.55,60.0,2.3622047244094486,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W3-2141.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/WOOFER_files/CIARE HW320/HW320 - 0ų.txt,98.5,2.45,0.45,6.63,,0.19,0.078,28.260000000000005,2.2,1189.9999999999998,1.34,0.6,85.6,25.0,50.0,2.3622047244094486,60.0,20.4,1.6,0.22200000000000003,85.6,86.4,25.0,50.0,179.09090909090907,4.05
-,W3-316B,Woofer,1.6,0.53,63.0,2.4803149606299213,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W3-316B.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/tb_speakers_w3-316b/W3-316B - 0ų R.txt,101.0,5.9,0.49,6.75,,0.17,0.15,31.156650000000003,2.38,1160.0,1.6,0.2,86.1,12.0,25.0,2.4803149606299213,63.0,20.4,1.2,0.248,86.1,92.2,12.0,25.0,190.56603773584905,4.14
-,W4-2142,Woofer,2.94,0.6,82.0,3.2283464566929134,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W4-2142.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/TB W4-1720/W41720 - 0ų R.txt,85.0,2.88,0.5,6.5,,0.29,0.09,52.7834,4.7,750.0,2.94,0.9,86.7,25.0,50.0,3.2283464566929134,82.0,25.4,2.4,0.287,86.7,87.6,25.0,50.0,141.66666666666669,5.21
-,W5-1367A,Woofer,11.58,0.41,110.0,4.330708661417323,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W5-1367A.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/TB W5-1367A/W5-1367A - 0ų R.txt,58.0,5.0,0.38,6.55,,0.61,0.28,94.985,8.3,910.0,11.58,,89.3,28.0,56.0,4.330708661417323,110.0,26.000000000000004,3.2500000000000004,0.55,89.3,90.2,28.0,56.0,,6.94
-,W5-1880,Woofer,8.39,0.56,105.0,4.133858267716535,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W5-1880.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/morel_caw_538/CAW538 - 0ų R.txt,71.63,2.27,0.45,6.6,,0.26,0.09,86.54625000000001,6.240000000000001,790.0,8.39,1.2,89.3,30.0,60.0,4.133858267716535,105.0,25.4,5.0,0.524,89.3,90.1,30.0,60.0,127.91071428571426,5.75
-,W5-2143,Woofer,6.720000000000001,0.8,106.0,4.173228346456693,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W5-2143.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/morel_caw_538/CAW538 - 0ų R.txt,82.5,3.6,0.65,6.8,,0.27,0.09,88.20260000000002,6.1,610.0,6.720000000000001,0.9,88.6,30.0,60.0,4.173228346456693,106.0,25.4,2.5,0.449,88.6,89.3,30.0,60.0,103.125,5.18
-,W5-610SG,Woofer,8.66,0.52,107.0,4.21259842519685,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W5-610SG.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/TB W5-610SG arc/W5-610SG - 0ų R.txt,52.0,5.6,0.52,6.05,,0.61,0.33,89.87465,12.37,760.0,8.66,0.7,85.2,25.0,50.0,4.21259842519685,107.0,25.4,3.7,0.203,85.2,86.4,25.0,50.0,100.0,6.55
-,W6-2144,Woofer,21.25,0.65,134.0,5.275590551181103,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri W6-2144.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/TB W6-623I/W6-623I - 0ų R.txt,55.2,1.7,0.47,6.85,,0.015000000000000001,0.01,140.9546,11.0,760.0,21.25,2.2,89.3,35.0,70.0,5.275590551181103,134.0,38.5,3.0,0.523,89.3,90.0,35.0,70.0,84.92307692307692,6.34
-,WS17E-8,Woofer,25.18,1.12,98.0,3.8582677165354333,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri WS17E-8.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/visaton_ws17e-8/WS17E-8 - 0ų R.txt,50.7,2.53,0.78,5.92,,0.48000000000000004,0.23,147.41,12.03,700.0,25.18,1.8,86.6,60.0,90.0,3.8582677165354333,98.0,25.0,,0.292,86.6,87.9,60.0,90.0,45.26785714285714,4.5
-,Wavecor WF182BD12,Woofer,27.82,0.37,130.0,5.118110236220473,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri Wavecor WF182BD12.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/wavecor_wf182bd12/WF182BD12 - 0ų R.txt,31.7,8.25,0.35,6.2,,0.25,0.09,132.665,22.57,1120.0000000000002,27.82,,85.7,80.0,160.0,5.118110236220473,130.0,39.0,5.5,0.22999999999999998,85.7,86.8,80.0,160.0,,8.68
-,dichiarati e misurati medi 3FE20,Woofer,1.2,0.43,61.18271211315643,2.4087681934313556,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi 3FE20.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Faital 3FE20/3FE20 - 0ų R.txt,110.0,4.64,0.39,6.2,,0.1,,29.4,2.1,969.9999999999999,1.2,,,20.0,40.0,2.4087681934313556,61.18271211315643,,1.83,,,,20.0,40.0,,4.5
-,dichiarati e misurati medi CA15RLY,Woofer,14.0,0.42,100.9253008808064,3.9734370425514336,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi CA15RLY.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/Seas CA15RLY/CA15RLY - 0ų R.txt,44.0,1.88,0.34,5.6,,0.82,,80.0,7.7,1700.0,14.0,,,60.0,250.0,3.9734370425514336,100.9253008808064,,5.0,,,87.5,60.0,250.0,,5.5
-,dichiarati e misurati medi CHR70,Woofer,4.2,0.75,80.00359486537879,3.149747829345622,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi CHR70.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Mark Audio CHR70/CHR70 - 0ų R.txt,68.0,2.0,0.55,3.6,,0.24000000000000002,,50.27,4.68,1170.0,4.2,,,20.0,,3.149747829345622,80.00359486537879,,4.500000000000001,,,,20.0,,,3.09
-,dichiarati e misurati medi ER15RLY,Woofer,9.45,0.53,101.0,3.976377952755906,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi ER15RLY.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/seas_er15rly/ER15RLY - 0ų.txt,55.5,2.07,0.42,5.5,,0.44,0.23,80.07785,7.9,1040.0000000000002,9.45,,86.7,60.0,250.0,3.976377952755906,101.0,26.000000000000004,5.0,0.22999999999999998,86.7,88.4,60.0,250.0,,5.35
-,dichiarati e misurati medi FRS8,Woofer,1.14,0.43,62.95809738798525,2.478665251495482,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi FRS8.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Visaton FRS8/FRS8 - 0ų R.txt,115.7,3.05,0.37,5.85,,190.0,,31.131,2.4,780.0000000000001,1.14,,,20.0,40.0,2.478665251495482,62.95809738798525,,1.83,,,,20.0,40.0,,4.89
-,dichiarati e misurati medi FRS8_2,Woofer,0.9000000000000001,1.32,62.825493143142175,2.4734446119347315,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi FRS8_2.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Visaton FRS8/FRS8 - 0ų R.txt,120.0,4.85,1.04,7.2,,0.9000000000000001,,31.000000000000004,2.5,,0.9000000000000001,,,30.0,50.0,2.4734446119347315,62.825493143142175,,2.5,,,,30.0,50.0,,3.2
-,dichiarati e misurati medi HX132,Woofer,6.78,0.73,102.98585052153477,4.054561044154912,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi HX132.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/ciare_hx132/HX132 - R 0ų.txt,86.7,1.96,0.53,6.8,,,,83.30000000000001,4.84,690.0,6.78,,91.0,40.0,80.0,4.054561044154912,102.98585052153477,,1.0,,91.0,,40.0,80.0,,4.95
-,dichiarati e misurati medi P610S,Woofer,29.24,1.61,136.96526901693144,5.392333425863443,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi P610S.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Orgue Diatone P610S/P610S - 0ų R.txt,73.7,2.82,1.02,6.15,,35.0,,147.33665,4.9,950.0,29.24,,90.5,12.0,25.0,5.392333425863443,136.96526901693144,,2.0,0.69,90.5,91.7,12.0,25.0,,2.94
-,dichiarati e misurati medi SPH100C,Woofer,6.0,0.5,82.91859587312052,3.264511648548052,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi SPH100C.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/monacor_sph-100c/SPH-100C - 1m 0ų R.txt,50.0,3.53,0.44,6.0,,,,54.0,7.0,1450.0,6.0,,,30.0,50.0,3.264511648548052,82.91859587312052,,4.0,,,,30.0,50.0,,5.1
-,dichiarati e misurati medi SPH165KEP,Woofer,38.0,0.33,127.16187407449046,5.006372995058679,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi SPH165KEP.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/Monacor SPH165KEP - DA COMPLETARE/SPH165KEP - 0ų R.txt,30.0,4.85,0.31,6.0,,0.7,,127.00000000000001,17.0,1710.0,38.0,,89.0,60.0,100.0,5.006372995058679,127.16187407449046,,4.75,,89.0,,60.0,100.0,,7.6
-,dichiarati e misurati medi SPH30X8,Woofer,1.13,0.49,61.80387232371033,2.4332233198311157,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi SPH30X8.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Monacor SPH30X8/SPH30X8 - 0ų R.txt,105.0,8.59,0.46,5.7,,0.5,,30.0,2.65,900.0000000000001,1.13,,87.0,20.0,50.0,2.4332233198311157,61.80387232371033,,2.0,,87.0,,20.0,50.0,,4.48
-,dichiarati e misurati medi SPH60X,Woofer,9.000000000000002,0.53,100.9253008808064,3.9734370425514336,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi SPH60X.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/monacor_sph60x/SPH60X - 0ų R.txt,60.0,2.17,0.42,6.2,,,,80.0,5.9,1189.9999999999998,9.000000000000002,,89.0,30.0,60.0,3.9734370425514336,100.9253008808064,,1.3000000000000003,,89.0,,30.0,60.0,,5.1
-,dichiarati e misurati medi W41720,Woofer,5.92,0.51,85.19075891779829,3.3539668865274916,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dichiarati e misurati medi W41720.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/TB W4-1720/W41720 - 0ų R.txt,60.0,2.33,0.42,3.8,,0.037,,57.0,5.0,1284.0,5.92,,86.0,30.0,60.0,3.3539668865274916,85.19075891779829,,5.0,,86.0,,30.0,60.0,,3.82
-,dsa135-8,Woofer,7.680000000000001,0.47,98.0,3.8582677165354333,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri dsa135-8.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/dayton_audio_dsa135-8/DSA135-8 - 0ų.txt,50.5,2.4,0.39,6.0,,0.5300000000000001,0.29,75.39140000000002,10.400000000000002,960.0,7.680000000000001,1.4,85.1,50.0,100.0,3.8582677165354333,98.0,25.4,4.9,0.2,85.1,86.4,50.0,100.0,107.4468085106383,6.49
-,misurati A130II,Woofer,6.0,0.8,107.97262083086568,4.25089058389235,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri misurati A130II.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/Bewith Accurate A130II/A130II - 0ų R.txt,64.0,5.7,0.7,3.55,,212.0,,91.56240000000001,12.0,500.0,6.0,,84.8,120.0,,4.25089058389235,107.97262083086568,,,0.19,84.8,88.3,120.0,,,4.7
-,misurati medi A50II,Woofer,0.34,0.5,51.986817437083474,2.0467250959481684,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri misurati medi A50II.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/FULLRANGE_files/Bewith Accurate A50II/R - A50II IEC 0ų.txt,178.5,3.3,0.43,3.71,,27.0,,21.2264,1.5,530.0000000000001,0.34,,88.0,50.0,,2.0467250959481684,51.986817437083474,,,0.366,88.0,91.0,50.0,,,3.5
-,RS180-4,Woofer,22.12,0.59,123.0,4.84251968503937,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/RS180-4 Parametri.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/dayton_audio_rs180-8/RS180-8 - 0ų R.txt,37.0,2.34,0.47,2.98,,0.35,0.15,118.76265000000002,16.7,1110.0,22.12,1.7,84.7,60.0,120.0,4.84251968503937,123.0,38.0,6.0,0.181,84.7,89.0,60.0,120.0,62.71186440677966,4.43
-,SPH-130AL,Woofer,9.36,0.43,100.0,3.937007874015748,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/SPH-130AL parametri.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/monacor_sph-130al/SPH-130AL - 0ų R.txt,52.8,5.87,0.4,6.23,,0.63,0.32,78.50000000000001,8.47,1070.0,9.36,0.5,87.0,50.0,100.0,3.937007874015748,100.0,25.0,2.3,0.305,87.0,88.0,50.0,100.0,122.7906976744186,6.38
-,W170S -,Woofer,25.64,0.86,128.0,5.039370078740157,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/W170S - parametri.xlsx,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/MIDWOOFER_files/visaton_w170s-8/W170S - 0ų R.txt,43.9,3.75,0.7,6.27,,0.52,0.27,128.61440000000002,12.0,1100.0,25.64,0.9,85.9,50.0,80.0,5.039370078740157,128.0,25.0,4.25,0.24,85.9,87.0,50.0,80.0,51.04651162790697,4.91
-,5MDN38-8,Woofer,1.25,0.42,103.00000000000001,4.055118110236221,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/5MDN38-8 parametri.xlsx,,165.2,2.8,0.37,5.42,,0.04,0.02,83.28065000000002,7.3,130.00000000000003,1.25,2.7,93.2,100.0,200.0,4.055118110236221,103.00000000000001,38.0,3.5,1.275,93.2,94.9,100.0,200.0,393.3333333333333,9.89
-,605Nd,Woofer,2.03,0.53,127.0,5.0,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/605Nd parametri.xlsx,,177.4,10.0,0.5,5.1,,0.35,0.2,126.61265000000002,9.000000000000002,89.99999999999999,2.03,1.0,95.2,,,5.0,127.0,38.5,1.0,2.049,95.2,97.2,,,334.7169811320755,9.86
-,6ND410-8,Woofer,1.82,0.64,135.0,5.31496062992126,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/6ND410-8 parametri.xlsx,,201.0,5.55,0.57,5.65,,0.3,0.14,143.06625,10.0,60.0,1.82,2.3,95.5,,,5.31496062992126,135.0,44.0,2.0,2.194,95.5,97.0,,,314.0625,10.56
-,6ND430-16,Woofer,10.62,0.32,130.0,5.118110236220473,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/6ND430-16parametri.xlsx,,69.5,4.2,0.3,11.3,,0.47,0.35,132.665,12.3,430.0,10.62,1.3,92.4,260.0,500.0,5.118110236220473,130.0,44.0,5.0,1.06,92.4,90.9,260.0,500.0,217.1875,13.77
-,Monacor MSH-115,Woofer,1.83,0.84,83.0,3.2677165354330713,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Monacor MSH-115 parametri.xlsx,,114.0,2.79,0.65,6.25,,0.31,0.18,54.07865000000001,4.4,440.0,1.83,1.1,87.0,50.0,120.0,3.2677165354330713,83.0,25.0,1.5,0.308,87.0,88.1,50.0,120.0,135.71428571428572,4.84
-,Monacor MSH-115HQ,Woofer,1.3100000000000003,0.92,83.0,3.2677165354330713,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Monacor MSH-115HQ parametri.xlsx,,113.0,3.05,0.71,5.77,,0.52,0.25,54.07865000000001,6.25,320.0,1.3100000000000003,1.5,85.0,50.0,100.0,3.2677165354330713,83.0,25.0,3.0,0.196,85.0,86.5,50.0,100.0,122.82608695652173,5.28
-,Monacor MSH-116-4,Woofer,1.9200000000000002,0.71,83.0,3.2677165354330713,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Monacor MSH-116-4 parametri.xlsx,,109.0,2.65,0.56,3.25,,0.19,0.11,54.07865000000001,4.6,460.0,1.9200000000000002,1.2,87.3,40.0,120.0,3.2677165354330713,83.0,25.0,1.0,0.333,87.3,91.3,40.0,120.0,153.5211267605634,3.8
-,12M4631G00,Woofer,2.5,0.38,82.0,3.2283464566929134,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 12M4631G00.xlsx,,78.0,4.3,0.35,3.3,,0.15,0.13,52.7834,6.57,630.0,2.5,0.7,86.8,40.0,80.0,3.2283464566929134,82.0,38.0,3.0,0.297,86.8,90.7,40.0,80.0,205.26315789473685,5.29
-,15i521206sdkm,Woofer,3.03,0.5,114.0,4.488188976377953,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 15i521206sdkm.xlsx,,106.3,5.15,0.46,5.48,,0.12000000000000001,0.07,102.01860000000002,10.9,210.0,3.03,1.4,90.5,120.0,240.0,4.488188976377953,114.0,52.00000000000001,3.5,0.693,90.5,92.2,120.0,240.0,212.6,8.93
-,4FE352-16,Woofer,2.4900000000000007,0.9,81.0,3.188976377952756,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 4FE352-16.xlsx,,100.89,4.3,0.74,11.84,,0.07,0.17,51.50385000000001,3.75,660.0,2.4900000000000007,0.6,86.4,30.0,60.0,3.188976377952756,81.0,19.0,1.83,0.271,86.4,84.0,30.0,60.0,112.1,5.59
-,4L11SL-8,Woofer,1.36,0.51,81.0,3.188976377952756,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 4L11SL-8.xlsx,,134.0,2.25,0.42,5.57,,0.16,0.13,51.50385000000001,3.9,359.99999999999994,1.36,1.5,90.0,70.0,140.0,3.188976377952756,81.0,25.0,2.5,0.61,90.0,91.5,70.0,140.0,262.7450980392157,5.99
-,5M1.5PL-8,Woofer,2.83,0.55,105.0,4.133858267716535,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 5M1.5PL-8.xlsx,,128.0,3.1,0.47,5.96,,0.09,0.05,86.54625000000001,5.8,270.0,2.83,1.5,92.2,100.0,200.0,4.133858267716535,105.0,38.0,1.8000000000000003,1.026,92.2,93.5,100.0,200.0,232.72727272727272,7.11
-,6HX150,Woofer,3.3400000000000003,0.38,127.0,5.0,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 6HX150.xlsx,,109.0,8.4,0.36,5.5,,0.45000000000000007,0.25,126.61265000000002,14.5,150.0,3.3400000000000003,1.2,92.5,150.0,300.0,5.0,127.0,52.00000000000001,4.35,1.082,92.5,94.1,150.0,300.0,286.8421052631579,11.99
-,6PR122-8,Woofer,3.26,0.47,132.0,5.196850393700788,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 6PR122-8.xlsx,,138.0,2.7,0.4,5.92,,0.1,0.14,136.77839999999998,10.8,120.0,3.26,3.5,94.5,120.0,240.0,5.196850393700788,132.0,37.0,2.75,1.736,94.5,95.8,120.0,240.0,293.6170212765958,10.86
-,6PR160,Woofer,5.07,0.32,123.0,4.84251968503937,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri 6PR160.xlsx,,92.2,5.9,0.3,5.83,,0.3,0.14,118.76265000000002,11.73,250.0,5.07,1.2,92.8,120.0,240.0,4.84251968503937,123.0,37.0,5.0,1.182,92.8,94.2,120.0,240.0,288.125,11.13
-,AL130M,Woofer,14.41,0.4,102.00000000000001,4.015748031496063,,loudspeaker_databases/dibirama_LOUDSPEAKER_DB/TS_Params/Parametri AL130M.xlsx,,45.8,3.74,0.36,5.43,,0.16,0.060000000000000005,81.67139999999999,7.91,1530.0,14.41,0.4,87.3,60.0,90.0,4.015748031496063,102.00000000000001,25.0,5.5,0.329,87.3,89.0,60.0,90.0,114.49999999999999,5.56
